appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,Sexual-content,corrected_owners,total_ratings,multiplayer
377870,DARIUSBURST Chronicle Saviours,2015-12-03,1,Pyramid,Degica;Chara-Ani,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Shoot 'Em Up;Arcade;Action,32,375,65,31,31,20000-50000,29.99,0,35000.0,85.22727272727273,0
378360,Ymir,2019-03-16,1,Thibaud Michaud,Thibaud Michaud,windows,0,Single-player;Multi-player;Online Multi-Player,Indie;Simulation;Strategy;Early Access,Early Access;Strategy;City Builder,1,332,75,0,0,0-20000,27.79,0,10000.0,81.57248157248156,1
378540,The Surge,2017-05-15,1,Deck13,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,Souls-like;Action;RPG,67,3220,1113,422,422,200000-500000,24.99,0,350000.0,74.31340872374797,0
378860,Project CARS 2,2017-09-21,1,Slightly Mad Studios,BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Cloud;Steam Leaderboards,Racing,Racing;Driving;Simulation,47,4190,1747,121,169,200000-500000,44.99,0,350000.0,70.57436415698164,1
379430,Kingdom Come: Deliverance,2018-02-13,1,Warhorse Studios,Warhorse Studios;Deep Silver,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;RPG,Medieval;Open World;RPG,71,30024,9307,2106,2282,1000000-2000000,29.99,0,1500000.0,76.33673184002441,0
384320,Handball 16,2015-11-27,1,Eko Software,Bigben Interactive;Plug In Digital,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Sports,Sports,25,37,37,0,0,0-20000,29.99,0,10000.0,50.0,1
385730,WWE 2K16,2016-03-10,1,"Visual Concepts;Yuke's Co., LTD",2K,windows,16,Single-player;Multi-player;Co-op;Shared/Split Screen;Full controller support,Simulation;Sports,Sports;Fighting;Simulation,55,1725,1026,1024,1024,100000-200000,34.99,0,150000.0,62.70447110141767,1
385760,NBA 2K17,2016-09-20,1,Visual Concepts,2K,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Sports,Basketball;Sports;Multiplayer,49,4353,3893,4672,4672,500000-1000000,39.99,0,750000.0,52.78923114237206,1
386070,Planetary Annihilation: TITANS,2015-08-18,1,Planetary Annihilation Inc,Planetary Annihilation Inc,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements,Strategy,Strategy;RTS;Space,19,5373,1375,408,579,500000-1000000,30.99,0,750000.0,79.6235921754594,1
386280,Vendetta - Curse of Raven's Cry,2015-11-20,1,Reality Pump Studios,TopWare Interactive;ACE,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;RPG,Action;Indie;RPG,58,130,125,0,0,0-20000,26.99,0,10000.0,50.98039215686274,0
388410,Darksiders II Deathinitive Edition,2015-11-05,1,Gunfire Games;Vigil Games;THQ Nordic,THQ Nordic,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;RPG,Action;Adventure;Hack and Slash,50,5935,2063,992,861,1000000-2000000,24.99,0,1500000.0,74.20605151287822,0
389730,TEKKEN 7,2017-06-01,1,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Sports,Fighting;Action;Multiplayer,42,15372,3135,4367,7210,500000-1000000,34.99,0,750000.0,83.0604636083644,1
391040,F1 2016,2016-08-18,1,Codemasters;Feral Interactive (Mac),Codemasters;Feral Interactive (Mac),windows;mac,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards,Racing;Simulation;Sports,Racing;Simulation;Sports,49,3237,612,1397,1777,200000-500000,39.99,0,350000.0,84.09976617303195,1
391220,Rise of the Tomb Raider™,2016-02-09,1,Crystal Dynamics;Eidos-Montréal;Feral Interactive (Mac);Feral Interactive (Linux);Nixxes software,Square Enix;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Adventure;Action;Lara Croft,143,49004,3838,817,656,2000000-5000000,39.99,0,3500000.0,92.73683812119148,0
392110,Endless Space® 2,2017-05-18,1,AMPLITUDE Studios,SEGA,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Strategy,Strategy;Space;Sci-fi,106,8161,1986,1278,1588,500000-1000000,34.99,0,750000.0,80.427712624421,1
392160,X4: Foundations,2018-11-30,1,Egosoft,Egosoft,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;Simulation,Space;Simulation;Sandbox,44,3557,1714,873,873,100000-200000,39.99,0,150000.0,67.48245114778979,0
392470,NOBUNAGA'S AMBITION: Sphere of Influence,2015-09-01,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Steam Trading Cards;Steam Cloud,Strategy,Strategy;Historical;Grand Strategy,0,380,77,0,0,20000-50000,49.99,0,35000.0,83.15098468271334,0
393080,Call of Duty®: Modern Warfare® Remastered,2017-07-27,1,Raven Software;Beenox,Activision,windows,0,Single-player;Online Multi-Player;Online Co-op;Steam Achievements,Violent;Action,FPS;Action;Multiplayer,50,1148,1112,302,556,20000-50000,34.99,0,35000.0,50.796460176991154,0
393380,Squad,2015-12-14,1,Offworld Industries,Offworld Industries,windows,0,Multi-player;Online Multi-Player;Steam Trading Cards;Steam Workshop;Partial Controller Support;Valve Anti-Cheat enabled,Action;Indie;Strategy;Early Access,Early Access;FPS;Military,0,23539,6008,3173,1563,500000-1000000,32.5,0,750000.0,79.6662943784479,1
394360,Hearts of Iron IV,2016-06-06,1,Paradox Development Studio,Paradox Interactive,windows;mac;linux,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation;Strategy,Strategy;World War II;Grand Strategy,92,34711,5251,9413,4181,1000000-2000000,34.99,0,1500000.0,86.86001701616536,1
396900,GRIP: Combat Racing,2018-11-06,1,Caged Element Inc.,Wired Productions,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Racing,Racing;Action;Indie,35,1519,176,0,0,50000-100000,24.99,0,75000.0,89.6165191740413,1
398810,openCanvas 7,2017-09-20,1,PGN Inc,PGN Inc,windows,0,Steam Trading Cards,Design & Illustration;Photo Editing,Design & Illustration;Photo Editing,0,141,38,2583,2583,0-20000,45.0,0,10000.0,78.77094972067039,0
399810,Call of Cthulhu®,2018-10-29,1,Cyanide Studio,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;RPG,Lovecraftian;Horror;Adventure,49,1800,637,0,0,50000-100000,39.99,0,75000.0,73.86130488305294,0
400170,The Incredible Adventures of Van Helsing: Final Cut,2015-11-06,1,NeocoreGames,NeocoreGames,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG,RPG;Adventure;Action,50,1190,457,100,125,200000-500000,29.99,0,350000.0,72.25258044930176,1
401890,ARSLAN: THE WARRIORS OF LEGEND,2016-02-09,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support,Action,Action;Anime;Hack and Slash,41,131,52,68,68,0-20000,49.99,0,10000.0,71.58469945355192,1
402620,Kindred Spirits on the Roof,2016-02-12,1,Liar-soft,MangaGamer,windows;mac;linux,18,Single-player;Steam Trading Cards;Steam Cloud,Adventure,Nudity;Visual Novel;Female Protagonist,0,574,22,345,345,20000-50000,26.99,0,35000.0,96.30872483221476,0
403640,Dishonored 2,2016-11-11,1,Arkane Studios,Bethesda Softworks,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,Stealth;Action;First-Person,50,21022,5059,1117,1107,1000000-2000000,29.99,0,1500000.0,80.60273762509105,0
403970,The Dwarves,2016-12-01,1,KING Art,THQ Nordic;EuroVideo Medien,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support,RPG,RPG;Fantasy;Real-Time with Pause,34,936,311,117,117,100000-200000,34.99,0,150000.0,75.06014434643143,0
405310,LEGO® MARVEL's Avengers,2016-01-26,1,Traveller's Tales;TT Games;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac),windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Adventure,LEGO;Open World;Superhero,70,1898,384,59,59,200000-500000,24.99,0,350000.0,83.17265556529361,0
406720,Alekhine's Gun,2016-03-11,1,Maximum Games,Maximum Games;KISS ltd,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure,Stealth;Adventure;Action,28,166,100,0,0,20000-50000,29.99,0,35000.0,62.40601503759399,0
410850,DRAGON QUEST HEROES™ Slime Edition,2015-12-03,1,"KOEI TECMO GAMES CO., LTD.",Square Enix,windows,12,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;RPG,Action;Hack and Slash;JRPG,50,698,327,0,0,50000-100000,24.99,0,75000.0,68.09756097560977,0
411300,ELEX,2017-10-17,1,Piranha Bytes,THQ Nordic,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;RPG,RPG;Open World;Singleplayer,50,7388,2427,1932,2218,500000-1000000,39.99,0,750000.0,75.27254202750892,0
414340,Hellblade: Senua's Sacrifice,2017-08-07,1,Ninja Theory,Ninja Theory,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Atmospheric;Psychological;Story Rich,14,20227,1805,455,477,500000-1000000,24.99,0,750000.0,91.80737109658679,0
415200,Motorsport Manager,2016-11-09,1,Playsport Games,SEGA,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Racing;Simulation;Sports;Strategy,Management;Racing;Simulation,73,4278,488,4289,4289,200000-500000,24.99,0,350000.0,89.7608057070919,0
415600,Kart Racing Pro,2017-07-14,1,PiBoSo,PiBoSo,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Partial Controller Support,Racing;Simulation;Sports,Racing;Simulation;Sports,0,62,21,0,0,0-20000,29.99,0,10000.0,74.69879518072288,1
416020,Heavy Gear Assault,2017-02-10,1,MekTek Studios,Stompy Bot Productions,windows;linux,0,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Trading Cards;Partial Controller Support,Action;Indie;Simulation;Early Access,Early Access;Action;Indie,0,86,123,0,0,0-20000,29.99,0,10000.0,41.14832535885167,1
418240,Shadow Tactics: Blades of the Shogun,2016-12-06,1,Mimimi Productions,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;Strategy,Stealth;Tactical;Ninja,44,9523,417,287,218,500000-1000000,34.99,0,750000.0,95.80482897384306,0
418250,Polaris Sector,2016-03-22,1,SoftWarWare,Slitherine Ltd.,windows,0,Single-player,Simulation;Strategy,Strategy;Simulation;4X,0,245,101,0,0,20000-50000,29.99,0,35000.0,70.8092485549133,0
419480,Starpoint Gemini Warlords,2017-05-23,1,Little Green Men Games,Iceberg Interactive,windows,0,Single-player;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;RPG;Simulation;Strategy,Space;Open World;Action,54,1830,628,0,0,100000-200000,26.99,0,150000.0,74.4507729861676,0
421020,DiRT 4,2017-06-08,1,Codemasters;Feral Interactive (Mac);Feral Interactive (Linux),Codemasters;Feral Interactive (Mac);Feral Interactive (Linux),windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled,Racing;Simulation;Sports,Racing;Simulation;Driving,48,3779,1923,873,1366,200000-500000,44.99,0,350000.0,66.27499123114696,1
423620,HERO DEFENSE,2016-05-31,1,Happy Tuesday,Headup;Whisper Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;RPG;Strategy,Tower Defense;Indie;Strategy,33,351,97,0,0,20000-50000,24.99,0,35000.0,78.34821428571429,0
424370,Wolcen: Lords of Mayhem,2016-03-24,1,WOLCEN Studio,WOLCEN Studio,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,Action;Adventure;Indie;RPG;Early Access,Early Access;Hack and Slash;RPG,0,2787,1306,2766,4436,100000-200000,27.99,0,150000.0,68.09186415831908,1
425220,One Piece Burning Blood,2016-09-01,1,"Spike Chunsoft Co., Ltd.",BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards;Steam Turn Notifications,Action,Anime;Action;Fighting,50,1504,496,453,595,100000-200000,39.99,0,150000.0,75.2,1
427100,Fernbus Simulator,2016-08-25,1,TML-Studios,Aerosoft GmbH,windows,0,Single-player;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Leaderboards,Simulation,Simulation;Driving;Realistic,79,1534,1348,0,0,100000-200000,27.1,0,150000.0,53.22692574600971,0
427290,Vampyr,2018-06-04,1,DONTNOD Entertainment,Focus Home Interactive,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,Vampire;RPG;Choices Matter,28,4580,1717,794,1154,200000-500000,44.99,0,350000.0,72.73304748292838,0
427700,Zwei: The Ilvard Insurrection,2017-10-31,1,Nihon Falcom,"XSEED Games;Marvelous USA, Inc.",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;RPG,Action;RPG;Anime,23,195,5,0,0,0-20000,24.99,0,10000.0,97.5,0
429660,Tales of Berseria™,2017-01-26,1,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,Anime;JRPG;RPG,51,7427,536,2398,2878,200000-500000,39.99,0,350000.0,93.26886851689062,0
434030,Aerofly FS 2 Flight Simulator,2017-11-20,1,IPACS,IPACS,windows,0,Single-player;Partial Controller Support,Indie;Simulation,Simulation;Flight;Realistic,0,787,280,17954,17954,20000-50000,44.99,0,35000.0,73.75820056232428,0
435020,AFL Evolution,2017-07-20,1,Wicked Witch Software,Tru Blu Games,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Partial Controller Support,Sports,Sports;Football;Multiplayer,59,54,23,0,0,0-20000,39.99,0,10000.0,70.12987012987013,1
435150,Divinity: Original Sin 2 - Definitive Edition,2017-09-14,1,Larian Studios,Larian Studios,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Includes level editor,Adventure;RPG;Strategy,RPG;Turn-Based;Story Rich,97,44145,2464,2938,1953,2000000-5000000,29.99,0,3500000.0,94.71346735609004,1
436320,Raw Data,2017-10-05,1,Survios,Survios,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;VR Support;SteamVR Collectibles;Steam Cloud,Action;Indie;Strategy,VR;Action;Multiplayer,46,1594,289,0,0,50000-100000,29.99,0,75000.0,84.65215082315454,1
436670,The Legend of Heroes: Trails in the Sky the 3rd,2017-05-03,1,Nihon Falcom,"XSEED Games;Marvelous USA, Inc.",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,RPG;JRPG;Story Rich,26,439,26,0,0,20000-50000,24.99,0,35000.0,94.40860215053763,0
437630,State of Mind,2018-08-15,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Cyberpunk,34,232,42,0,0,0-20000,25.99,0,10000.0,84.67153284671532,0
438130,Root Double -Before Crime * After Days- Xtend Edition,2016-04-27,1,Yeti;Regista,Sekai Project,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure,Visual Novel;Adventure;Anime,49,250,15,719,719,0-20000,26.99,0,10000.0,94.33962264150944,0
438490,GOD EATER 2 Rage Burst,2016-08-29,1,BANDAI NAMCO Studio;SHIFT;QLOC,BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;RPG,Anime;Action;Character Customization,47,2576,738,942,657,200000-500000,39.99,0,350000.0,77.73083886541944,1
438640,LEGO® STAR WARS™: The Force Awakens,2016-06-27,1,Traveller's Tales;TT Games;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac),windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support,Action;Adventure,LEGO;Star Wars;Adventure,69,1828,422,1399,1435,200000-500000,24.99,0,350000.0,81.24444444444444,0
440900,Conan Exiles,2018-05-08,1,Funcom,Funcom,windows,18,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop,Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy,Survival;Open World;Crafting,25,22001,9594,4431,5167,500000-1000000,33.99,0,750000.0,69.63443582845386,1
441830,I am Setsuna,2016-07-19,1,Tokyo RPG Factory,Square Enix,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG,JRPG;RPG;Turn-Based Combat,50,848,310,1136,1136,50000-100000,29.99,0,75000.0,73.22970639032815,0
443380,Tokyo Babel,2016-03-31,1,propeller,MangaGamer,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure,Adventure;Visual Novel;Anime,0,50,6,0,0,0-20000,26.99,0,10000.0,89.28571428571429,0
444140,Sonicomi,2016-07-01,1,Nitroplus,JAST USA,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud,Adventure;Casual,Sexual Content;Anime;Mature,44,390,37,0,0,20000-50000,26.99,1,35000.0,91.33489461358315,0
445190,Expeditions: Viking,2017-04-27,1,Logic Artists,THQ Nordic,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;RPG;Strategy,RPG;Strategy;Turn-Based,40,1608,321,0,0,100000-200000,24.99,0,150000.0,83.35925349922239,0
445310,Might and Magic: Heroes VII – Trial by Fire,2016-08-04,1,Limbic Entertainment,Ubisoft,windows,0,Single-player;Multi-player;Partial Controller Support,RPG;Strategy,Strategy;RPG;Turn-Based,0,159,151,0,0,20000-50000,25.99,0,35000.0,51.29032258064517,1
446390,Onechanbara Z2: Chaos,2016-06-02,1,Tamsoft,D3 PUBLISHER,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action,Action;Nudity;Female Protagonist,44,384,119,0,0,20000-50000,29.99,0,35000.0,76.34194831013916,0
446560,Just Dance 2017,2016-10-27,1,Ubisoft Paris;Ubisoft Pune,Ubisoft,windows,0,Single-player;Online Multi-Player;Local Multi-Player;Local Co-op;In-App Purchases,Casual,Music;Multiplayer;Casual,0,1182,246,0,0,20000-50000,41.99,0,35000.0,82.77310924369748,0
446800,Transport Fever,2016-11-08,1,Urban Games,Good Shepherd Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop,Simulation,Simulation;Management;Economy,53,4418,1266,849,858,200000-500000,26.99,0,350000.0,77.72695285010556,0
447040,Watch_Dogs® 2,2016-11-28,1,Ubisoft,Ubisoft,windows,0,Single-player;Co-op;In-App Purchases;Partial Controller Support,Action;Adventure,Illuminati;Open World;Hacking,0,20905,5366,1231,1342,500000-1000000,49.99,0,750000.0,79.5744356895436,0
449800,Attack on Titan / A.O.T. Wings of Freedom,2016-08-26,1,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,18,Single-player;Online Co-op;Steam Achievements;Full controller support,Action,Anime;Action;Gore,43,2501,479,2492,3729,100000-200000,49.99,0,150000.0,83.9261744966443,0
451020,Battle Chasers: Nightwar,2017-10-03,1,Airship Syndicate,THQ Nordic,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Indie;RPG,RPG;Turn-Based Combat;Singleplayer,48,2987,375,1387,1387,200000-500000,24.99,0,350000.0,88.84592504461631,0
454530,Decisive Campaigns: Barbarossa,2016-04-29,1,VR Designs,Slitherine Ltd.,windows,0,Single-player;Multi-player,Strategy,Strategy;Turn-Based Strategy;World War II,0,81,8,0,0,0-20000,29.99,0,10000.0,91.01123595505618,1
454650,DRAGON BALL XENOVERSE 2,2016-10-27,1,QLOC;DIMPS,BANDAI NAMCO Entertainment,windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Massively Multiplayer,Anime;Fighting;Action,61,9531,2495,3194,3175,200000-500000,39.99,0,350000.0,79.25328455014136,1
458380,Gahkthun of the Golden Lightning Steam Edition,2016-04-15,1,Liar-soft,MangaGamer,windows,18,Single-player;Steam Trading Cards;Steam Cloud,Adventure,Nudity;Adventure;Visual Novel,0,51,3,0,0,0-20000,29.99,0,10000.0,94.44444444444444,0
458770,WRC 6 FIA World Rally Championship,2016-10-07,1,KT Racing,Bigben Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Racing,Racing;Offroad;Driving,41,323,238,0,0,20000-50000,34.99,0,35000.0,57.57575757575758,1
459470,Wars of Napoleon,2016-05-06,1,Ageod,Slitherine Ltd.,windows,0,Single-player,Strategy,Strategy;Historical;Military,0,35,36,0,0,0-20000,29.99,0,10000.0,49.29577464788733,0
460230,Starters Orders 6 Horse Racing,2016-06-29,1,Strategic Designs Ltd.,Strategic Designs Ltd.,windows,0,Single-player;Partial Controller Support,Simulation;Sports;Strategy,Simulation;Sports;Strategy,0,66,16,0,0,0-20000,29.99,0,10000.0,80.48780487804879,0
460920,Steep™,2016-12-02,1,Ubisoft Annecy;Ubisoft Montpellier;Ubisoft Kiev,Ubisoft,windows,0,Single-player;Online Multi-Player;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Sports,Sports;Open World;Multiplayer,0,7802,2603,724,602,500000-1000000,25.99,0,750000.0,74.98318116290244,0
460930,Tom Clancy's Ghost Recon® Wildlands,2017-03-06,1,Ubisoft Paris;Ubisoft Annecy;Ubisoft Bucharest;Ubisoft Montpellier;Ubisoft Milan;Reflections;Ubisoft Belgrade,Ubisoft,windows,0,Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action;Adventure,Open World;Shooter;Action,0,26547,9944,1987,1242,1000000-2000000,41.99,0,1500000.0,72.74944506864706,1
461430,EmergeNYC,2016-11-03,1,FlipSwitch Games,FlipSwitch Games,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Partial Controller Support,Action;Casual;Indie;Racing;RPG;Simulation;Strategy;Early Access,Early Access;Simulation;Action,0,907,429,0,0,20000-50000,26.99,0,35000.0,67.88922155688623,1
464850,Don Bradman Cricket 17,2017-01-16,1,Big Ant Studios,Big Ant Studios,windows,0,Single-player;Multi-player;Online Multi-Player;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Simulation;Sports,Sports;Simulation,35,136,99,0,0,0-20000,39.99,0,10000.0,57.87234042553191,1
464920,Surviving Mars,2018-03-15,1,Haemimont Games,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation;Strategy,Strategy;City Builder;Survival,60,3942,1608,2454,2720,200000-500000,26.99,0,350000.0,71.02702702702702,0
465240,Serious Sam VR: The Last Hope,2017-09-20,1,Croteam VR,Devolver Digital;Croteam,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;SteamVR Collectibles,Action;Indie,Action;VR;Indie,55,820,138,8,8,50000-100000,29.99,0,75000.0,85.59498956158664,1
467520,Power & Revolution,2016-05-26,1,Eversim,Eversim,windows;mac,0,Steam Achievements,Simulation;Strategy,Strategy;Simulation;Politics,61,416,372,0,0,20000-50000,39.99,0,35000.0,52.79187817258884,0
471010,Seven: Enhanced Edition,2017-12-01,1,IMGN.PRO;Fool's Theory,IMGN.PRO,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,RPG;Action;Stealth,35,531,156,69,46,20000-50000,27.99,0,35000.0,77.29257641921397,0
473690,Absolver,2017-08-29,1,Sloclap,Devolver Digital,windows,0,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support,Action;Adventure;Indie,Fighting;Action;Martial Arts,22,6395,3283,796,994,200000-500000,24.99,0,350000.0,66.0777020045464,0
474960,Quantum Break,2016-09-29,1,Remedy Entertainment,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action,Action;Story Rich;Time Manipulation,42,10249,1929,331,398,1000000-2000000,29.99,0,1500000.0,84.15996058466087,0
476600,Call of Duty®: WWII,2017-11-02,1,Sledgehammer Games;Raven Software,Activision,windows,18,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud;Valve Anti-Cheat enabled,Action,World War II;FPS;Multiplayer,35,10753,8288,309,324,500000-1000000,44.99,0,750000.0,56.472874323827526,1
477770,Ride 2,2016-10-07,1,Milestone S.r.l.,Milestone S.r.l.,windows,0,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Racing;Simulation;Sports,Racing;Simulation;Sports,35,1360,245,47,47,50000-100000,29.99,0,75000.0,84.73520249221184,1
483950,SMILE GAME BUILDER,2016-09-07,1,SmileBoom Co.Ltd.,SmileBoom Co.Ltd.,windows,0,Partial Controller Support,Design & Illustration;Web Publishing,Game Development;Web Publishing;Design & Illustration,0,130,15,0,0,0-20000,52.99,0,10000.0,89.65517241379311,0
484900,Aven Colony,2017-07-25,1,Mothership Entertainment LLC,Team17 Digital Ltd,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy,Strategy;City Builder;Simulation,48,661,241,1432,1432,50000-100000,24.99,0,75000.0,73.28159645232816,0
